,type,id,var_noise,initial_SNR,visu_SNR,sure_SNR,bayes_SNR,spc3_SNR,cusum_SNR,cusum2_SNR
28,block,5,0.008,1194.4519972262449,-42.72036989437099,-41.04004417715056,-53.56548673739575,-25.44556408658524,-24.564636835618295,-39.63555868675708
29,block,5,0.01,723.0457469484868,-41.37353491680284,-39.43152280817321,-51.44086902148601,-25.43748970354189,-24.515547148118447,-39.05084551699367
30,block,6,0.002,12313.55113973881,-55.00286194325189,-38.89708195652558,-85.87589713630894,-25.529340966631953,-23.845548469215778,-39.852221688897444
31,block,6,0.004,3025.449226383131,-49.155133234760804,-38.581315857384915,-73.28788339498357,-25.50660197454025,-23.813420828973356,-39.603487728333306
32,block,6,0.006,1279.7706728101987,-45.079435245764046,-38.03408551568306,-62.47879788291151,-25.496865188052418,-23.788849615588482,-39.070456816391605
33,block,6,0.008,786.7907499859051,-43.306939087225594,-37.746183942244855,-58.07961007298081,-25.45295905055147,-23.803011704664293,-38.697119048816354
34,block,6,0.01,481.52354422924145,-41.2636058149398,-36.711548365252,-54.990978734456164,-25.618348773210805,-23.73354267942777,-37.66433357034191
35,block,7,0.002,26148.61858625767,-55.29882890180246,-40.40648494474307,-90.93762348800766,-21.205668639155814,-19.14071592592874,-36.697779444792964
36,block,7,0.004,6892.790166103985,-49.49748239112279,-40.02275209322139,-76.6636709943584,-21.05638978302901,-19.11871199004475,-36.67424979744416
37,block,7,0.006,2822.2706684645477,-45.60801836055313,-39.32179580360131,-66.62312364702063,-21.210035714710248,-19.118756365953324,-35.818333560634976
38,block,7,0.008,1575.6322278367616,-42.69256731911325,-38.005756159439464,-60.52752249954844,-20.992028254761,-19.100487408624932,-35.65594929647816
39,block,7,0.01,1023.3835846729671,-40.69224703735281,-37.721823144009136,-54.18105220314442,-21.141156510814376,-19.083495051605897,-34.6551032574966
40,block,8,0.002,8186.931447575128,-55.1604530509173,-35.84283715073294,-84.84791590216061,-27.514131507309973,-25.32065832397603,-40.18804710734518
41,block,8,0.004,2149.0157265588737,-49.15961083061536,-35.69500729820098,-69.88643407565479,-27.29331339859359,-25.31938249359797,-40.04108444994621
42,block,8,0.006,928.7428690798168,-45.43447788118601,-35.154725899707046,-61.664634174322174,-27.455838476906035,-25.311124558589057,-38.79575221274158
43,block,8,0.008,465.27357518076656,-42.80358333958965,-39.208365809903505,-55.65441651650143,-26.73880380663356,-25.231880347680637,-37.780671614091155
44,block,8,0.01,310.2355105751869,-40.890966418638385,-35.4457734768419,-50.58323021371926,-27.06761598957882,-25.199620965601802,-37.50345403164292
45,block,9,0.002,30396.135433399777,-54.68645171618432,-46.77900185108462,-83.56828173849846,-30.71627116698227,-26.214131557777467,-40.33478587542082
46,block,9,0.004,8370.074811918143,-48.99668883021836,-44.822061428715244,-69.35708455266894,-30.699555261224013,-26.20975040935285,-40.108813040452546
47,block,9,0.006,3440.0419440292267,-45.10881590752227,-43.16720938289781,-60.99392418603511,-30.495500632596638,-26.15270640645557,-38.94351710046797
48,block,9,0.008,1889.3493069077826,-42.66762894068425,-41.19600148176069,-55.67980624730659,-30.094996585490286,-26.089994841784364,-37.88236181635773
49,block,9,0.01,1195.6163683932946,-40.62446576489955,-39.815026901540975,-51.05655637952326,-30.110546829038668,-25.99072789481631,-37.12840005491917
50,bump,0,0.002,2028.4415956553353,-55.016871935718214,-55.13786299663444,-66.51904583924222,-37.16552085462524,-27.789232583889536,-50.22545870730278
51,bump,0,0.004,459.2423515879085,-49.06809780646492,-49.15499702479559,-55.72373622496107,-36.95908628990497,-27.803087208253455,-46.649458518588496
52,bump,0,0.006,217.50365592462302,-45.127221713705445,-45.30793377425252,-49.353036080466204,-36.58586240246983,-27.67919013580861,-43.85406052054148
53,bump,0,0.008,113.30760155358243,-42.37451791799897,-42.659499284150556,-43.89852912002218,-41.952731556369116,-27.60952338005729,-41.557372331881446
54,bump,0,0.01,74.72636718104559,-40.79072369129439,-40.757868819122734,-44.14320489114939,-35.707291374468234,-27.5598931915762,-39.722339483258565
55,bump,1,0.002,2512.3836033690286,-55.074039549752214,-55.12699095676078,-79.73090185894104,-54.173220186326525,-22.921938724274554,-45.618629911146876
56,bump,1,0.004,668.0749502983152,-49.08254826314582,-49.22397591378442,-65.91023015169428,-48.198344298407264,-22.911631140651075,-44.24573736567642
57,bump,1,0.006,300.6853959304559,-45.21204070985411,-45.42292852083037,-55.7210422207022,-44.62055251985341,-22.913269973929197,-42.72122718817744
58,bump,1,0.008,159.4803780400211,-42.27132169291409,-42.41495831912462,-49.30657781890236,-41.80351848343429,-22.856281720236762,-40.636805390897585
59,bump,1,0.01,96.0205329072952,-40.44273221745905,-40.63098559557346,-45.79377730987329,-39.54465289126809,-22.85939795776659,-38.93109227982026
60,bump,2,0.002,2374.00202321339,-54.73678425568906,-54.96665044420602,-61.873495805249526,-54.25924490303898,-25.83183790107574,-47.298532020248
61,bump,2,0.004,588.7944006523393,-48.64079711875662,-48.8053629301903,-52.80416202142031,-48.047131473389044,-25.80180612558482,-45.30103425466818
62,bump,2,0.006,269.3271266041429,-45.1839772408526,-45.296477918031925,-46.962148849158496,-44.45117852249716,-25.762384236442486,-43.44723130496911
63,bump,2,0.008,144.9630675261877,-42.54539153779136,-42.77872127909521,-43.86548401046642,-41.87235089638544,-25.706052084002813,-41.62461172610974
64,bump,2,0.01,97.45809972497538,-40.91120836147141,-41.32577034565587,-42.422528497946686,-40.012925312711104,-25.569768483887877,-40.11653969551584
65,bump,3,0.002,2558.9642350695453,-54.446832952884975,-54.23469433043791,-77.90778745797623,-25.869696115676007,-23.22496767974372,-41.39089848245249
66,bump,3,0.004,609.5744263182227,-48.97625881947354,-48.68359094102133,-65.16715477370467,-25.90038478742311,-23.21270230285794,-39.68507827130536
67,bump,3,0.006,263.6243173690844,-44.61844015887792,-44.426727260373184,-51.50364916392103,-25.845474522888544,-23.198618553399587,-39.19158872124772
68,bump,3,0.008,153.20149330086068,-42.41987802758825,-42.323977583571846,-48.92679780433626,-25.838153756439723,-23.22537401012079,-38.632922377335
69,bump,3,0.01,99.32528713607842,-40.84695059574287,-40.76600568020662,-45.55018062012004,-25.63207647062034,-23.083811333839005,-37.883481943840295
70,bump,4,0.002,3151.719095554369,-55.14176204338996,-37.02643403980895,-73.67730794999876,-25.04759463528007,-22.242823872713437,-41.67835904977102
71,bump,4,0.004,734.0866238645895,-48.756280737925934,-36.75750456190321,-58.59548141844334,-25.02606134818673,-22.233848444480962,-41.108966159996356
72,bump,4,0.006,316.0886804901998,-45.090752104876984,-36.65058474671165,-52.0885138868999,-25.016777000406776,-22.21901089477496,-40.17120396365143
73,bump,4,0.008,194.76104877882506,-43.14939824439553,-35.989066478575786,-46.574924739921606,-24.97469674452667,-22.23352783263762,-38.776092005456995
74,bump,4,0.01,129.54198060343083,-41.17960631626432,-35.64689331865988,-44.96279444851349,-24.960157499352803,-22.182027980375288,-37.93202772570374
75,bump,5,0.002,2811.2508931147304,-55.70443198018306,-34.53828837155611,-79.21953898922769,-24.890007515521873,-21.277785165921127,-37.88553407046842
76,bump,5,0.004,686.228224496859,-48.82257203170909,-34.29741828287609,-62.8931730102898,-24.87194385061814,-21.25355912459781,-37.65916220979771
77,bump,5,0.006,317.5209748530784,-45.43797532504836,-34.29960803335055,-54.840776388153216,-24.875886088302913,-21.269078727355435,-37.05418179582068
78,bump,5,0.008,188.32666142870102,-43.72778337954208,-34.02629926320643,-52.14027932358903,-24.777150276119965,-21.237195432155485,-36.96857081833895
79,bump,5,0.01,110.10305831207619,-40.965610916028446,-33.951340169988356,-45.10760350472653,-24.75696523448167,-21.179327728266152,-36.021381667493
80,bump,6,0.002,4656.537311069853,-55.21462629288399,-38.45210444366954,-78.05827420096342,-24.081264789117714,-20.156677313743817,-36.141975342463006
81,bump,6,0.004,1120.5000849438795,-49.03351012194359,-38.11857659309703,-65.16712957544429,-24.065828836126318,-20.13747440012461,-35.656554534851225
82,bump,6,0.006,504.2179266549953,-45.078559635104696,-37.496150659076676,-52.5910183636993,-24.067536322313412,-20.140274785192275,-35.28326270938268
83,bump,6,0.008,283.1683159179439,-43.0444601602217,-35.42132720080177,-51.812200823818685,-24.021775256073433,-20.14012794917957,-34.77946417895182
84,bump,6,0.01,187.51153153749232,-40.663328453353664,-36.53434675459843,-45.00108769547532,-23.984989125756474,-20.10521854732904,-34.49382362542952
85,bump,7,0.002,3956.9264537665163,-55.33231833981834,-33.222600648847745,-87.33352348921842,-25.444023090112125,-21.106971959678397,-36.10596325504494
86,bump,7,0.004,957.1658351556883,-48.33200254945944,-36.15854934357236,-70.92561148389666,-25.171168890386678,-21.11274006608239,-35.91225319444434
87,bump,7,0.006,451.83191198399277,-45.593242522768726,-32.99230982645228,-64.0246876186987,-25.171716030468858,-21.10280206243278,-35.72225737575157
88,bump,7,0.008,268.44412200604734,-43.525054083398835,-32.83582824308036,-60.12143713929545,-25.40574565029768,-21.095692613028344,-35.13847953856261
89,bump,7,0.01,149.9944060153133,-40.79273533938262,-32.61590572476363,-52.00506344182556,-25.139668679600867,-21.07874784389643,-35.02711886532769
90,bump,8,0.002,3529.736276688635,-54.73020182284118,-26.21308362358814,-82.48957443130253,-20.57290688898093,-20.00067864008016,-36.659831002854276
91,bump,8,0.004,891.733842134219,-48.76139573733825,-26.17758788442167,-68.1688005686573,-21.157181552168055,-19.98186834537824,-37.387848323059885
92,bump,8,0.006,403.7162861990661,-45.23080860733114,-26.137843698283504,-59.65633519962836,-20.61182583113545,-19.98656916047776,-36.67160134048468
93,bump,8,0.008,234.42939501324503,-42.63602643651252,-26.132873542263045,-54.39071486185373,-20.556440796270902,-19.981851086776608,-35.47263212629221
94,bump,8,0.01,156.48615079861625,-41.22437404827685,-26.03809686450294,-49.3603593943037,-21.077854717341786,-19.91654608423936,-35.407992837945834
95,bump,9,0.002,3860.1148932613114,-54.93612508049352,-32.648367363287235,-79.32297587456885,-22.61001035279145,-20.043544101635405,-35.79971386023263
96,bump,9,0.004,983.7609260515862,-48.69642466369272,-32.55232486745963,-63.26569834433664,-22.613431245122943,-20.05184469149032,-35.520350808297124
97,bump,9,0.006,446.1638303652154,-45.777335351660646,-32.4963145307354,-58.353424660621364,-22.608597148761422,-19.993115992576637,-35.01003650210563
98,bump,9,0.008,260.8504407495151,-43.00296939781761,-32.29332790860008,-50.08348281796603,-22.57976533549154,-20.039039023435713,-34.73065888604235
99,bump,9,0.01,160.13115207903851,-40.74362504188011,-32.10473709632463,-46.75702805954623,-22.519157496834712,-19.99035785995662,-34.449563112565464
100,doppler,0,0.002,20956.94721770529,-54.915625211897265,-52.91939229996336,-84.24704273018907,-52.25461359956231,-20.926133044050115,-39.71262308922622
101,doppler,0,0.004,5650.311283217484,-49.29143968656874,-48.8636118058946,-70.28580816932238,-48.102934792538576,-20.92928379208646,-39.09590511233755
102,doppler,0,0.006,2392.323333469911,-45.0578210226594,-44.78063386503727,-60.27329549012316,-43.83361048509045,-20.884746338027547,-38.4500623909638
103,doppler,0,0.008,1310.803400091727,-42.9571340940306,-43.120702925644466,-54.30217301693058,-41.779357842953225,-20.88618224319771,-37.39611776944591
104,doppler,0,0.01,787.4547081854022,-40.29603788107279,-40.51729922595239,-48.76544528150252,-39.76784488756901,-20.803374595452674,-36.26529780349058
105,doppler,1,0.002,23309.726046230506,-54.92347104738053,-52.382189488454934,-61.2897723624142,-47.81443975443928,-24.485615514841395,-50.88958719613817
106,doppler,1,0.004,6000.541184035236,-48.44671967502351,-47.98615733859026,-50.18743838765066,-45.56128815942274,-24.461610762561683,-47.33899052014553
107,doppler,1,0.006,2685.6484190533474,-45.23246843135192,-44.70411814289438,-46.682381737049326,-43.20327984415879,-24.415066763936718,-44.20215402799482
108,doppler,1,0.008,1609.0122929873353,-43.304235357104524,-43.0317311945742,-43.6061943557377,-41.39755859439382,-24.42894119390374,-42.22018262178486
109,doppler,1,0.01,898.3702049220129,-40.38373043135493,-40.16373975206628,-40.90007111996886,-38.947846448243716,-24.445617652545263,-39.80375559971696
110,doppler,2,0.002,19008.028529700783,-54.97993315916887,-51.96497102029576,-62.25790464979437,-48.10341661029514,-22.611728806027912,-47.562277319203545
111,doppler,2,0.004,4615.869816534483,-48.99279737200854,-47.94924333374518,-52.46001427425227,-45.47132500037747,-22.5706970158994,-45.40187664707858
112,doppler,2,0.006,2055.7505874530775,-45.12979610113253,-44.722536563724546,-47.31518612679519,-43.21805353630096,-22.572965826691892,-43.31754772180547
113,doppler,2,0.008,1190.9722036362982,-43.08396135818485,-42.32211274188735,-44.93752431588462,-41.03064562520545,-22.64889619960059,-41.34486500648162
114,doppler,2,0.01,712.1393456400542,-40.96528280886315,-40.76044539861244,-42.98969120996737,-39.20097151775267,-22.538925390281715,-39.72620719800818
115,doppler,3,0.002,24167.439621311583,-55.02336636493301,-52.623164288105315,-67.48988199697865,-48.74430456923659,-18.38010198556249,-43.14493068003574
116,doppler,3,0.004,5650.634591700311,-48.2891808689932,-47.7656811726494,-51.87599512971714,-46.69498116616333,-18.39072068050785,-42.15403573097522
117,doppler,3,0.006,2473.1382351279312,-45.113721216721075,-44.78915845078341,-48.01559233396878,-43.786031891151055,-18.364724737896363,-40.96475422207654
118,doppler,3,0.008,1486.9233042199082,-43.22020009032443,-42.96459168256365,-46.18485887491917,-41.591742788409086,-18.372965083006143,-40.007254552503476
119,doppler,3,0.01,955.8639616863342,-40.643121289024826,-40.79678759314149,-42.57899452020873,-40.122072313766964,-18.373150426327943,-38.74714412181437
120,doppler,4,0.002,21517.546477555574,-55.081236170502166,-53.030084980528784,-80.72700049732339,-24.258202425224276,-19.081487810881647,-41.13948259229731
121,doppler,4,0.004,5100.560005110345,-49.21070740438285,-48.52301568743905,-67.08635759538676,-24.219037340257653,-19.068224474875695,-40.701731903118784
122,doppler,4,0.006,2286.3202103933986,-45.14901391101317,-45.09896089359242,-57.46236604451021,-24.206830315701694,-19.041040427216068,-40.19212492373582
123,doppler,4,0.008,1282.5755622662246,-42.697229681977646,-42.67450714659515,-51.82486301859483,-24.19430108214728,-19.055362664716117,-38.654343293617195
124,doppler,4,0.01,827.1788722502489,-41.00157093173944,-40.970016882799236,-48.062126794952405,-24.15308683077501,-19.211697722818137,-37.543453766231515
125,doppler,5,0.002,20642.06838776019,-54.94946366296142,-52.89782849828591,-85.04632984873972,-50.09462081486554,-20.902971213144777,-39.60701962436296
126,doppler,5,0.004,5239.889125650489,-48.52087745717967,-48.22055498907167,-69.24231550547105,-47.612394680405274,-20.895141665100812,-39.338726802585775
127,doppler,5,0.006,2404.34817594452,-45.60322003800757,-45.44770524297391,-62.99080098654941,-44.68668955298738,-20.899597721389714,-38.839996437446615
128,doppler,5,0.008,1348.0501587551153,-42.92730392904646,-42.888884562846414,-56.60846887825862,-41.70398348735536,-20.857281184683384,-37.68501547272459
129,doppler,5,0.01,833.3476960603359,-40.39150292639459,-40.77227813185273,-48.884272824608686,-39.5629915082134,-20.834149109560606,-36.48743983190944
130,doppler,6,0.002,21181.33353184801,-55.21688599751567,-49.95630375265918,-88.62956555385855,-29.98094895844074,-16.76009338731853,-37.12450651725191
131,doppler,6,0.004,4871.963016450973,-48.70903757996905,-46.92650404601863,-74.62026912274449,-29.882489012261637,-16.770706569825084,-36.7636096038689
132,doppler,6,0.006,2366.9497463883604,-45.15027978780281,-44.22423208958793,-64.42536122189708,-29.852121027047648,-16.73831788770876,-36.928608466467864
133,doppler,6,0.008,1286.7544447151186,-42.723624009278495,-42.4294419083386,-59.11964968249102,-29.611807784101334,-16.707619996350854,-36.50235359331228
134,doppler,6,0.01,819.8057654714843,-40.79056485399312,-40.59862460614547,-54.08832424384145,-29.613759500315574,-16.762837010780892,-35.45270834776404
135,doppler,7,0.002,20339.172600461716,-54.57250139322724,-52.19652646740661,-89.28943177023343,-26.474251563361687,-17.815902965504,-35.82940201073296
136,doppler,7,0.004,5135.864002907022,-48.4167308740599,-47.59330906566461,-73.69531382278478,-26.436147676512263,-17.805369189101402,-35.505656366905086
137,doppler,7,0.006,2352.5013444901506,-45.77538433982953,-45.51930199579958,-70.63182231038654,-26.433476620264642,-17.81485304679788,-35.39590180265683
138,doppler,7,0.008,1343.219397584049,-42.62976369514633,-42.94033746061284,-60.1508617904533,-26.35681544163607,-17.788736211069022,-35.50971845420253
139,doppler,7,0.01,770.5360672984486,-40.29303667242153,-40.59506179750399,-53.532895060380625,-26.310080771833825,-17.81405416031095,-34.94042706978765
140,doppler,8,0.002,20531.87009663564,-54.53735323148622,-53.16200310189266,-89.29996998678902,-30.173689043575397,-16.370822718621667,-38.16120474207395
141,doppler,8,0.004,5126.663837938843,-48.83376791672161,-48.18580054635599,-78.76353148486726,-30.14454610708835,-16.36994591686661,-36.95403927999759
142,doppler,8,0.006,2203.748401913496,-44.95084926519232,-44.86733350225445,-68.30927521510657,-29.957418222693626,-16.36779476263044,-36.47572244458365
143,doppler,8,0.008,1362.3960378078855,-43.13647768257668,-42.64259570151672,-64.1942843787314,-29.924320862883253,-16.357880934945833,-36.0662560835534
144,doppler,8,0.01,808.3404232183532,-40.3873411865501,-40.15429237888969,-57.3430213945761,-39.0556486610577,-16.34571167943918,-35.3372165218942
145,doppler,9,0.002,20475.742810019758,-54.9110560433953,-46.34031170956825,-92.2661327499277,-28.261368882685,-15.677319571735955,-33.88418331693832
146,doppler,9,0.004,5041.71256002135,-48.967261307930094,-44.79957753358133,-77.65594038398196,-28.223480048879704,-15.676475887075368,-33.806613521903785
147,doppler,9,0.006,2188.2211079254384,-44.78385293154666,-42.25513707022878,-68.922067108805,-28.28854440423857,-15.722902380640786,-33.76152241915343
148,doppler,9,0.008,1308.1446379558472,-43.18358233996685,-41.56048102201581,-65.84592628738685,-28.214676994235578,-15.697836525594433,-33.4286532380717
149,doppler,9,0.01,842.6577663502569,-41.217685706093185,-40.65692925422341,-60.66181126470038,-28.023126746631807,-15.67380455735007,-33.005925407306904
150,heavsine,0,0.002,21287.87360422731,-54.611553470161084,-42.31398599504872,-74.1356891720513,-34.55581957833374,-32.55290005518576,-51.44493525600968
151,heavsine,0,0.004,5728.515256538496,-49.040436253220065,-41.80078331266542,-60.87344912843985,-34.51556475574894,-32.54405348428042,-47.971195363162835
152,heavsine,0,0.006,2366.929415952194,-45.45121615820512,-40.68132045814671,-53.557344932568334,-34.11155921284092,-32.33316113490409,-44.43650043585413
153,heavsine,0,0.008,1440.4437948939592,-42.573678987629464,-38.73951678673088,-45.748265158416984,-33.72325813655489,-31.952897883061993,-42.11058164527982
154,heavsine,0,0.01,922.5144538384905,-41.29360167456703,-38.858559688974516,-45.79138312170453,-33.58295371709726,-31.746453386765907,-40.467669289777106
155,heavsine,1,0.002,19305.344543272055,-54.701358865565666,-49.93169338055207,-66.68787638470229,-35.94115081997727,-34.875713273497205,-53.63851505752642
156,heavsine,1,0.004,4941.346721574,-49.23447052094497,-47.44413381233635,-56.85963018487791,-35.77749296823227,-35.40423273214949,-48.33769298546805
157,heavsine,1,0.006,2270.0437066735817,-45.13440791671922,-44.51565227030844,-47.328804195307,-35.53319320501974,-35.16732022719773,-44.89661801516429
158,heavsine,1,0.008,1205.1042822536158,-42.302164920207055,-41.6241899108659,-43.479308120370575,-34.95450186917811,-34.052451034765895,-42.01546706278468
159,heavsine,1,0.01,809.3330824717746,-40.820428668601416,-40.9069965280646,-41.67129183542003,-34.557785418746725,-34.2042513304626,-40.53130323467066
160,heavsine,2,0.002,22213.871502070047,-55.09111016998028,-48.768060350940665,-75.19072297866092,-35.19502197029176,-32.16583769072079,-53.61712500669428
161,heavsine,2,0.004,4786.012811530052,-48.267885492142106,-46.2280759733192,-59.370161162498874,-34.97169122612157,-32.0233637421611,-48.03891947458011
162,heavsine,2,0.006,2124.555118354974,-44.86286161638749,-44.25427275853438,-52.93736044669668,-34.6447381905015,-32.31614506288611,-44.2267546915501
163,heavsine,2,0.008,1174.9582784676882,-42.18582414847614,-41.6302231218014,-45.38086123117628,-34.10032300752749,-31.814920245116113,-41.64640149339695
164,heavsine,2,0.01,774.4357162731284,-40.65348306416312,-40.31191184602113,-44.00019442192399,-35.37390778614844,-31.977858943327266,-40.18262245225167
165,heavsine,3,0.002,21147.269429725795,-55.131671576244365,-39.09343868312221,-78.88030339916212,-32.55376237711745,-30.978163563492505,-47.12927589235533
166,heavsine,3,0.004,5236.29869203713,-48.63363568370259,-37.1484852158437,-62.42248849501735,-31.77062475001577,-30.85704324927036,-44.59248543553211
167,heavsine,3,0.006,2440.961739676954,-46.00887559658173,-36.91217260801898,-57.412669440012955,-31.880960581701476,-30.648248891004748,-43.23040795009061
168,heavsine,3,0.008,1211.6819162447177,-42.1235393771036,-36.27403707752075,-46.420022740255035,-31.9875752407112,-30.595017827623398,-40.72669861306081
169,heavsine,3,0.01,882.8499827662357,-41.08878469344511,-35.85473943414342,-47.014989388060464,-31.760106645128886,-30.53324594029565,-39.86259494942894
170,heavsine,4,0.002,17141.49186025064,-54.78341249983316,-43.58470623904885,-77.08598627113348,-37.56594976787876,-30.753451355367044,-49.422014855226166
171,heavsine,4,0.004,4685.115464746848,-49.06893850796534,-42.09011410096596,-63.05536361137415,-37.31626457764246,-30.687674288534446,-46.790696833010415
172,heavsine,4,0.006,1843.6869450642412,-45.273631138408646,-40.17192255288503,-55.42729026176953,-36.73000329314372,-30.49386106301329,-43.98433406596608
173,heavsine,4,0.008,1104.0572421781196,-42.60319397723598,-40.405838498769285,-48.62320247615402,-36.24870706488701,-30.557754698436273,-41.39360355883536
174,heavsine,4,0.01,734.9382105349664,-40.869928893393485,-38.80195040206438,-44.27820095513713,-35.7980997201001,-30.269979656027942,-40.26858304054184
175,heavsine,5,0.002,20039.20017566312,-54.14162611846237,-39.96551868458542,-73.25139360013993,-32.91335663785215,-31.12882808154117,-46.388043028477966
176,heavsine,5,0.004,4973.704882435745,-48.523500349496146,-38.88535655810476,-60.246394689494366,-32.85307676805481,-30.991775832289726,-45.19559816714113
177,heavsine,5,0.006,2336.043488046637,-44.77058785114472,-38.67336160924763,-51.67699919976084,-32.01221434756677,-30.87178870159041,-42.67849348582744
178,heavsine,5,0.008,1272.6026475293022,-42.825111637198596,-37.73948199695758,-49.0328253032104,-32.28385597628909,-30.797806699883537,-41.05200164825999
179,heavsine,5,0.01,845.7396278561861,-40.991370568528815,-37.081657219267136,-44.80538460405008,-32.24515330838544,-30.543543468847044,-39.35205751727644
180,heavsine,6,0.002,23255.984227880417,-55.99994041354637,-36.952382920308445,-81.63629818499645,-28.772132527688715,-27.98229358689983,-43.344059870648124
181,heavsine,6,0.004,5984.079313863584,-49.30234256771115,-39.100675297114634,-65.55738473370934,-28.688761153867233,-27.948965435185123,-42.9330187202813
182,heavsine,6,0.006,2617.0006459607016,-45.7045721963184,-36.65043793666425,-57.30679289703325,-28.657335462405115,-27.907677643667572,-40.88249446882236
183,heavsine,6,0.008,1364.382630591474,-42.65243553865744,-36.526744610150146,-51.67981945695499,-28.51129670221782,-27.780958387413843,-39.86655841135663
184,heavsine,6,0.01,869.3755885917448,-40.836478634695524,-36.88858378837211,-46.77404339221595,-28.669887391427338,-27.738705537103662,-38.33510251847582
185,heavsine,7,0.002,27247.454777554376,-55.12442662341157,-43.072196428278446,-84.93436573163017,-25.023067429728766,-24.17484341725504,-41.882543211101755
186,heavsine,7,0.004,6849.964003688239,-49.45643739957265,-42.25846264118945,-71.10282788850984,-25.0171919299464,-24.179115715322542,-40.5860027964792
187,heavsine,7,0.006,2951.106218975985,-45.00355948506106,-41.5101297647579,-59.25733194978737,-24.43004666883474,-24.159725346699013,-39.9546403196888
